dateTime,Humidity_%,Latitude,Longitude,PM1.0_CF1_ug/m3,PM10.0_CF1_ug/m3,PM2.5_ATM_ug/m3,PM2.5_CF1_ug/m3,Pressure_hpa,RSSI_dbm,Temperature_F,UptimeMinutes,date,hour,index,location,location_type
2020-01-06 21:00:00-08:00,47.57,37.733207,-122.42363799999998,9.29,13.42,12.34,12.34,,-48.23,59.47,37475.0,2020-01-07,05:00:00,,St Mary's Park ,outside 
2020-01-06 22:00:00-08:00,59.17,37.747248,-122.48593799999999,5.14,9.21,7.8,7.8,,-54.6,50.6,10857.0,2020-01-07,06:00:00,,Sunset Reservoir ,outside 
2020-01-06 23:00:00-08:00,100.0,37.754071,-122.411868,6.36,8.71,8.3,8.3,,-67.9,54.63,10441.0,2020-01-07,07:00:00,,The Mission_ Clean Air is Hip ,outside 
2020-01-07 00:00:00-08:00,55.37,37.780077,-122.43989499999999,4.0,7.13,6.3,6.3,,-59.47,54.0,31857.0,2020-01-07,08:00:00,,Western Addition ,outside 
2020-01-07 01:00:00-08:00,52.63,37.734378,-122.444018,3.76,5.13,4.8,4.8,,-77.0,53.7,49950.0,2020-01-07,09:00:00,,Miraloma _ Glen Park ,outside 
2020-01-07 02:00:00-08:00,,37.774009,122.415481,5.0,8.02,7.35,7.35,1024.01,,,18828.0,2020-01-07,10:00:00,,Western SoMa ,Outside B 
2020-01-07 03:00:00-08:00,56.3,37.715385,-122.47571299999998,5.82,9.24,8.51,8.51,,-58.63,53.33,60183.0,2020-01-07,11:00:00,,Summit800 ,outside 
2020-01-07 04:00:00-08:00,56.63,37.757838,-122.41958000000001,8.17,11.89,11.34,11.34,,-46.3,53.4,6595.0,2020-01-07,12:00:00,,San Carlos St. ,outside 
2020-01-07 05:00:00-08:00,58.2,37.759784,-122.40821899999999,9.76,15.08,14.52,14.52,,-74.73,56.53,13547.0,2020-01-07,13:00:00,,Hampshire hambone ,outside 
2020-01-07 06:00:00-08:00,61.81,37.739245000000004,-122.439067,9.9,15.8,14.15,14.15,,-79.0,52.74,1219.44,2020-01-07,14:00:00,,Diamond Heights ,outside 
2020-01-07 07:00:00-08:00,55.93,37.732328,-122.443274,10.62,16.99,15.33,15.33,,-83.0,55.87,8766.0,2020-01-07,15:00:00,,Joost-by-the-Congo ,outside 
2020-01-07 08:00:00-08:00,53.97,37.832287,-122.535234,11.14,21.91,18.9,18.9,,-67.1,55.67,29354.0,2020-01-07,16:00:00,,Nature Bridge ,outside 
2020-01-07 09:00:00-08:00,65.33,37.781643,-122.48008700000001,17.2,29.77,26.45,26.46,,-42.2,53.9,20127.0,2020-01-07,17:00:00,,21stAtClement ,outside 
2020-01-07 10:00:00-08:00,49.93,37.778191,-122.39499199999999,21.5,38.77,32.64,34.91,,-64.43,62.07,57461.0,2020-01-07,18:00:00,,Central SOMA ,outside 
2020-01-07 11:00:00-08:00,53.37,37.773312,-122.430259,12.31,22.55,20.8,20.83,,-53.3,59.4,26321.0,2020-01-07,19:00:00,,Alamosquare ,outside 
2020-01-07 12:00:00-08:00,46.17,37.773547,-122.421903,13.34,19.92,17.79,19.06,,-57.43,62.7,49800.0,2020-01-07,20:00:00,,Gough_Market Outdoors ,outside 
2020-01-07 13:00:00-08:00,100.0,37.754071,-122.411868,1.44,2.69,2.41,2.41,,-68.57,61.87,11281.0,2020-01-07,21:00:00,,The Mission_ Clean Air is Hip ,outside 
2020-01-07 14:00:00-08:00,54.63,37.752328999999996,-122.400426,0.69,3.13,2.08,2.08,,-77.63,60.23,21974.1,2020-01-07,22:00:00,,de Haro Blvd ,outside 
2020-01-07 15:00:00-08:00,60.03,37.753377,-122.44367,0.02,0.57,0.19,0.19,,-66.27,56.83,38139.0,2020-01-07,23:00:00,,BRSKBV-Outside ,outside 
2020-01-07 16:00:00-08:00,50.9,37.759784,-122.40821899999999,0.08,0.87,0.62,0.62,,-75.6,64.13,14207.0,2020-01-08,00:00:00,,Hampshire hambone ,outside 
2020-01-07 17:00:00-08:00,54.6,37.7333,-122.429299,0.07,0.84,0.45,0.45,,-57.73,62.0,32105.0,2020-01-08,01:00:00,,Castle Bosworth ,outside 
2020-01-07 18:00:00-08:00,67.47,37.753377,-122.44367,0.41,1.18,0.88,0.88,,-66.8,55.43,38319.0,2020-01-08,02:00:00,,BRSKBV-Outside ,outside 
2020-01-07 19:00:00-08:00,62.1,37.785605,-122.482905,0.33,1.33,0.85,0.85,,-57.07,61.77,50986.0,2020-01-08,03:00:00,,23rd & Lake ,outside 
2020-01-07 20:00:00-08:00,69.77,37.737297999999996,-122.436299,0.1,0.54,0.4,0.4,,-73.2,55.77,17585.0,2020-01-08,04:00:00,,CONRAD ,outside 
2020-01-07 21:00:00-08:00,100.0,37.751396,-122.436945,0.15,1.06,0.66,0.66,,-57.77,57.37,7285.0,2020-01-08,05:00:00,,24th and Diamond ,outside 
2020-01-07 22:00:00-08:00,71.07,37.799105,-122.40620600000001,1.16,3.41,2.62,2.62,,-75.83,58.7,25961.0,2020-01-08,06:00:00,,Telegraph Hill South ,outside 
2020-01-07 23:00:00-08:00,72.5,37.773312,-122.430259,1.02,4.15,2.84,2.84,,-55.4,58.93,27041.0,2020-01-08,07:00:00,,Alamosquare ,outside 
2020-01-08 00:00:00-08:00,,37.756039,-122.390671,,,,,,,,,2020-01-08,08:00:00,,Quartz Outdoor ,outside 
2020-01-08 01:00:00-08:00,73.83,37.828848,-122.377455,1.48,3.25,2.67,2.67,,-57.0,55.73,3670.0,2020-01-08,09:00:00,,Treasure Island Housing Units ,outside 
2020-01-08 02:00:00-08:00,73.97,37.764131,-122.44800900000001,1.5,6.75,4.09,4.09,,-64.93,54.73,13797.0,2020-01-08,10:00:00,,Cole Valley ,outside 
2020-01-08 03:00:00-08:00,100.0,37.751396,-122.436945,0.46,3.91,1.93,1.93,,-58.37,55.0,7645.0,2020-01-08,11:00:00,,24th and Diamond ,outside 
2020-01-08 04:00:00-08:00,55.13,37.769830999999996,-122.451778,9.61,11.68,9.82,11.01,,-64.73,63.07,5595.0,2020-01-08,12:00:00,,Mud Upper Haight ,outside 
2020-01-08 05:00:00-08:00,63.0,37.751262,-122.40805900000001,1.97,6.34,4.24,4.24,,-72.17,54.9,20049.0,2020-01-08,13:00:00,,46 Hours ,outside 
2020-01-08 06:00:00-08:00,69.07,37.728475,-122.458774,1.11,4.39,2.75,2.75,,-81.8,56.9,18381.0,2020-01-08,14:00:00,,"Westwood Park, San Fran., CA ",outside 
2020-01-08 07:00:00-08:00,,37.774009,122.415481,1.28,3.12,2.51,2.51,1019.4,,,18693.6,2020-01-08,15:00:00,,Western SoMa ,Outside B 
2020-01-08 08:00:00-08:00,72.79,37.739245000000004,-122.439067,0.93,3.89,2.46,2.46,,-78.37,55.16,64.68,2020-01-08,16:00:00,,Diamond Heights ,outside 
2020-01-08 09:00:00-08:00,60.97,37.759478,-122.38942,0.59,4.81,2.43,2.43,,-54.7,61.77,15230.0,2020-01-08,17:00:00,,Dogpatch_Digs_SFAQ25 ,outside 
2020-01-08 10:00:00-08:00,100.0,37.754071,-122.411868,0.04,0.41,0.26,0.26,,-67.9,60.27,12541.0,2020-01-08,18:00:00,,The Mission_ Clean Air is Hip ,outside 
2020-01-08 11:00:00-08:00,54.5,37.761134000000006,-122.421696,0.54,2.57,2.07,2.07,,-83.93,63.27,17898.0,2020-01-08,19:00:00,,valencia outside ,outside 
2020-01-08 12:00:00-08:00,58.31,37.760146999999996,-122.50144499999999,0.32,3.51,1.94,1.94,,-84.31,61.5,42.06,2020-01-08,20:00:00,,judah_42_v2 ,outside 
2020-01-08 13:00:00-08:00,97.17,37.751396,-122.436945,0.04,1.24,0.51,0.51,,-58.57,60.6,8245.0,2020-01-08,21:00:00,,24th and Diamond ,outside 
2020-01-08 14:00:00-08:00,51.03,37.736153,-122.457618,0.02,0.53,0.18,0.18,,-65.73,65.03,52176.0,2020-01-08,22:00:00,,Sherwood Forest -- Lansdale Drive ,outside 
2020-01-08 15:00:00-08:00,40.93,37.790083,-122.42756200000001,0.0,0.08,0.01,0.01,,-69.8,74.4,51419.0,2020-01-08,23:00:00,,CalOctaviaOutside ,outside 
2020-01-08 16:00:00-08:00,59.57,37.75213,-122.46557299999999,0.39,1.4,1.07,1.07,,-58.3,59.9,10177.0,2020-01-09,00:00:00,,Golden Gate Heights ,outside 
2020-01-08 17:00:00-08:00,54.67,37.773392,-122.43327,0.21,1.75,1.11,1.11,,-62.6,58.27,31073.0,2020-01-09,01:00:00,,Oak Yard ,outside 
2020-01-08 18:00:00-08:00,62.57,37.72723,-122.440343,0.36,2.03,1.32,1.32,,-82.8,57.97,585.0,2020-01-09,02:00:00,,NeuJohnstein2 ,outside 
2020-01-08 19:00:00-08:00,54.57,37.722417,-122.439245,2.76,6.2,5.61,5.61,,-73.47,55.0,6363.0,2020-01-09,03:00:00,,#SFAQ10 ,outside 
2020-01-08 20:00:00-08:00,63.37,37.736153,-122.457618,0.83,3.56,2.43,2.43,,-66.87,57.23,52536.0,2020-01-09,04:00:00,,Sherwood Forest -- Lansdale Drive ,outside 
2020-01-08 21:00:00-08:00,58.3,37.77074,-122.4308,0.86,4.38,2.81,2.81,,-56.1,58.0,37983.0,2020-01-09,05:00:00,,132 Germania St ,outside 
2020-01-08 22:00:00-08:00,59.5,37.804488,-122.403136,0.21,2.24,1.09,1.09,,-66.57,58.1,6314.0,2020-01-09,06:00:00,,RoundhouseOne ,outside 
2020-01-08 23:00:00-08:00,61.27,37.775090000000006,-122.433174,1.0,3.46,2.72,2.72,,-58.07,58.0,42473.0,2020-01-09,07:00:00,,Alamo Square ,outside 
2020-01-09 00:00:00-08:00,69.0,37.764131,-122.44800900000001,0.72,3.44,2.18,2.18,,-65.97,55.07,369.0,2020-01-09,08:00:00,,Cole Valley ,outside 
2020-01-09 01:00:00-08:00,67.33,37.78905,-122.448503,0.09,2.31,1.07,1.07,,-58.93,55.0,45131.0,2020-01-09,09:00:00,,Presidio Heights ,outside 
2020-01-09 02:00:00-08:00,64.77,37.788548,-122.488731,0.12,2.92,1.22,1.22,,-86.67,59.0,30327.0,2020-01-09,10:00:00,,Sea Cliff Avenue ,outside 
2020-01-09 03:00:00-08:00,63.37,37.780077,-122.43989499999999,0.11,2.02,0.9,0.9,,-58.47,56.6,34917.0,2020-01-09,11:00:00,,Western Addition ,outside 
2020-01-09 04:00:00-08:00,68.8,37.778191,-122.39499199999999,0.3,2.14,1.09,1.09,,-64.3,56.53,59981.0,2020-01-09,12:00:00,,Central SOMA ,outside 
2020-01-09 05:00:00-08:00,70.0,37.760821,-122.497421,0.2,2.64,1.51,1.51,,-48.8,56.33,45874.0,2020-01-09,13:00:00,,Outer Sunset - 38th Ave ,outside 
2020-01-09 06:00:00-08:00,65.1,37.759784,-122.40821899999999,0.13,2.0,1.3,1.3,,-77.5,60.97,16487.0,2020-01-09,14:00:00,,Hampshire hambone ,outside 
2020-01-09 07:00:00-08:00,66.5,37.774009,122.415481,0.63,2.09,1.42,1.42,,-59.43,57.9,56861.0,2020-01-09,15:00:00,,Western SoMa ,Outside 
2020-01-09 08:00:00-08:00,71.83,37.738865999999994,-122.502425,2.14,11.44,6.94,6.94,,-61.3,57.0,62833.0,2020-01-09,16:00:00,,Outer Sunset Vincente ,outside 
2020-01-09 09:00:00-08:00,70.83,37.742314,-122.473698,0.49,3.0,2.41,2.41,,-70.5,55.83,8469.0,2020-01-09,17:00:00,,Taraval 17th ,outside 
2020-01-09 10:00:00-08:00,66.57,37.72723,-122.440343,0.05,1.17,0.57,0.57,,-83.47,58.97,1545.0,2020-01-09,18:00:00,,NeuJohnstein2 ,outside 
2020-01-09 11:00:00-08:00,42.0,37.758148,-122.50766499999999,0.22,0.68,0.55,0.55,,-77.33,73.93,25712.0,2020-01-09,19:00:00,,Outer Sunset- Ocean Beach at Kirkham ,outside 
2020-01-09 12:00:00-08:00,56.83,37.7333,-122.429299,3.37,5.6,5.32,5.32,,-57.7,62.33,34685.0,2020-01-09,20:00:00,,Castle Bosworth ,outside 
2020-01-09 13:00:00-08:00,49.97,37.775090000000006,-122.433174,4.57,7.79,7.45,7.45,,-59.73,62.23,43313.0,2020-01-09,21:00:00,,Alamo Square ,outside 
2020-01-09 14:00:00-08:00,58.87,37.764131,-122.44800900000001,1.84,3.12,2.8,2.8,,-67.7,56.9,1209.0,2020-01-09,22:00:00,,Cole Valley ,outside 
2020-01-09 15:00:00-08:00,58.3,37.739245000000004,-122.439067,1.16,1.94,1.7,1.7,,-79.73,60.0,84.0,2020-01-09,23:00:00,,Diamond Heights ,outside 
2020-01-09 16:00:00-08:00,52.77,37.780077,-122.43989499999999,0.13,0.7,0.51,0.51,,-60.4,58.0,35697.0,2020-01-10,00:00:00,,Western Addition ,outside 
2020-01-09 17:00:00-08:00,49.97,37.802976,-122.44351100000002,0.27,0.6,0.52,0.52,,-47.4,60.67,14936.0,2020-01-10,01:00:00,,Marina District SF ,outside 
2020-01-09 18:00:00-08:00,54.77,37.759784,-122.40821899999999,4.71,7.06,6.81,6.81,,-76.93,61.87,17207.0,2020-01-10,02:00:00,,Hampshire hambone ,outside 
2020-01-09 19:00:00-08:00,55.97,37.751262,-122.40805900000001,10.07,17.15,15.4,15.4,,-71.53,57.33,22329.0,2020-01-10,03:00:00,,46 Hours ,outside 
2020-01-09 20:00:00-08:00,65.57,37.738865999999994,-122.502425,9.07,19.53,16.12,16.15,,-61.47,56.23,63553.0,2020-01-10,04:00:00,,Outer Sunset Vincente ,outside 
2020-01-09 21:00:00-08:00,68.97,37.752328999999996,-122.400426,7.29,15.26,13.22,13.22,,-76.5,51.93,25274.93,2020-01-10,05:00:00,,de Haro Blvd ,outside 
2020-01-09 22:00:00-08:00,100.0,37.794771000000004,-122.432644,15.13,24.44,22.2,22.27,,-83.73,56.0,21833.0,2020-01-10,06:00:00,,The Hamlin School - Broadway ,outside 
2020-01-09 23:00:00-08:00,64.7,37.745022,-122.43045500000001,4.46,7.89,6.9,6.9,,-63.53,54.5,5694.0,2020-01-10,07:00:00,,Upper Noe Outside ,outside 
2020-01-10 00:00:00-08:00,58.77,37.771674,-122.387125,7.91,13.15,11.43,11.43,,-66.33,57.0,27306.0,2020-01-10,08:00:00,,Radiance ,outside 
2020-01-10 01:00:00-08:00,66.1,37.781643,-122.48008700000001,5.23,10.11,8.79,8.79,,-42.4,51.83,23967.0,2020-01-10,09:00:00,,21stAtClement ,outside 
2020-01-10 02:00:00-08:00,71.03,37.727140000000006,-122.44277,7.0,13.98,11.71,11.71,,-77.7,46.93,48199.0,2020-01-10,10:00:00,,By Balboa Park Pool ,outside 
2020-01-10 03:00:00-08:00,67.17,37.75213,-122.46557299999999,5.31,7.1,6.68,6.68,,-57.7,53.4,12277.0,2020-01-10,11:00:00,,Golden Gate Heights ,outside 
2020-01-10 04:00:00-08:00,59.23,37.722417,-122.439245,17.43,33.47,30.77,30.82,,-70.93,46.0,8343.0,2020-01-10,12:00:00,,#SFAQ10 ,outside 
2020-01-10 05:00:00-08:00,75.73,37.752328999999996,-122.400426,15.11,23.8,22.0,22.0,,-80.1,49.9,25754.07,2020-01-10,13:00:00,,de Haro Blvd ,outside 
2020-01-10 06:00:00-08:00,93.0,37.772098,-122.442392,13.0,19.23,17.25,17.25,,-67.83,74.0,9616.0,2020-01-10,14:00:00,,Lyon and Page ,outside 
2020-01-10 07:00:00-08:00,71.8,37.828848,-122.377455,14.21,20.82,19.93,19.93,,-53.63,48.07,6910.0,2020-01-10,15:00:00,,Treasure Island Housing Units ,outside 
2020-01-10 08:00:00-08:00,,37.757645000000004,122.44283999999999,11.94,20.68,19.09,19.09,,,,19194.13,2020-01-10,16:00:00,,25 Short Street _ Kite Hill ,exterior B 
2020-01-10 09:00:00-08:00,61.77,37.771002,-122.42143899999999,17.02,26.59,24.9,25.04,,-51.87,56.1,64585.0,2020-01-10,17:00:00,,McCoppin Hub ,outside 
2020-01-10 10:00:00-08:00,67.33,37.760915999999995,-122.45215900000001,15.73,27.36,23.96,23.96,,-79.67,55.07,9342.0,2020-01-10,18:00:00,,Cole Valley ,outside 
2020-01-10 11:00:00-08:00,56.47,37.752328999999996,-122.400426,9.07,16.49,15.19,15.19,,-78.77,59.83,26114.07,2020-01-10,19:00:00,,de Haro Blvd ,outside 
2020-01-10 12:00:00-08:00,32.07,37.756039,-122.390671,5.71,7.84,7.33,7.33,,-73.67,76.0,1325.0,2020-01-10,20:00:00,,Quartz Outdoor ,outside 
2020-01-10 13:00:00-08:00,54.13,37.832287,-122.535234,7.11,13.71,11.62,11.62,,-68.5,62.93,33974.0,2020-01-10,21:00:00,,Nature Bridge ,outside 
2020-01-10 14:00:00-08:00,47.7,37.785605,-122.482905,3.33,5.81,4.95,4.95,,-56.33,65.87,55006.0,2020-01-10,22:00:00,,23rd & Lake ,outside 
2020-01-10 15:00:00-08:00,58.8,37.738865999999994,-122.502425,6.27,15.1,12.04,12.04,,-61.73,62.9,64693.0,2020-01-10,23:00:00,,Outer Sunset Vincente ,outside 
2020-01-10 16:00:00-08:00,100.0,37.754071,-122.411868,3.69,6.09,5.51,5.51,,-65.83,58.17,15781.0,2020-01-11,00:00:00,,The Mission_ Clean Air is Hip ,outside 
2020-01-10 17:00:00-08:00,55.8,37.7333,-122.429299,0.34,2.13,1.36,1.36,,-57.8,60.47,36425.0,2020-01-11,01:00:00,,Castle Bosworth ,outside 
2020-01-10 18:00:00-08:00,57.3,37.785605,-122.482905,0.33,1.73,1.06,1.06,,-55.97,60.0,55246.0,2020-01-11,02:00:00,,23rd & Lake ,outside 
2020-01-10 19:00:00-08:00,60.03,37.773312,-122.430259,2.15,5.32,4.12,4.12,,-54.7,57.0,31121.0,2020-01-11,03:00:00,,Alamosquare ,outside 
2020-01-10 20:00:00-08:00,61.13,37.728475,-122.458774,2.78,5.34,4.52,4.52,,-79.57,57.93,22101.0,2020-01-11,04:00:00,,"Westwood Park, San Fran., CA ",outside 
2020-01-10 21:00:00-08:00,61.53,37.728475,-122.458774,4.34,8.54,7.18,7.18,,-80.73,58.0,22161.0,2020-01-11,05:00:00,,"Westwood Park, San Fran., CA ",outside 
2020-01-10 22:00:00-08:00,57.4,37.759568,-122.404022,4.22,9.3,8.62,8.62,,-82.6,57.2,21428.5,2020-01-11,06:00:00,,Potrero Hill ,outside 
2020-01-10 23:00:00-08:00,66.57,37.832287,-122.535234,3.18,10.6,8.08,8.08,,-70.3,58.9,34574.0,2020-01-11,07:00:00,,Nature Bridge ,outside 
2020-01-11 00:00:00-08:00,63.7,37.780077,-122.43989499999999,4.14,11.49,9.58,9.58,,-58.73,56.47,37617.0,2020-01-11,08:00:00,,Western Addition ,outside 
2020-01-11 01:00:00-08:00,93.0,37.772098,-122.442392,1.83,4.17,3.42,3.42,,-69.33,74.0,10756.0,2020-01-11,09:00:00,,Lyon and Page ,outside 
2020-01-11 02:00:00-08:00,75.63,37.753377,-122.44367,1.18,4.82,3.34,3.34,,-64.97,54.07,43119.0,2020-01-11,10:00:00,,BRSKBV-Outside ,outside 
2020-01-11 03:00:00-08:00,71.0,37.760915999999995,-122.45215900000001,0.31,2.2,1.54,1.54,,-78.17,55.37,10362.0,2020-01-11,11:00:00,,Cole Valley ,outside 
2020-01-11 04:00:00-08:00,72.5,37.739245000000004,-122.439067,1.43,3.11,2.6,2.6,,-78.75,55.75,35.83,2020-01-11,12:00:00,,Diamond Heights ,outside 
2020-01-11 05:00:00-08:00,74.67,37.753377,-122.44367,4.01,9.34,7.86,7.86,,-64.9,53.23,43299.0,2020-01-11,13:00:00,,BRSKBV-Outside ,outside 
2020-01-11 06:00:00-08:00,73.2,37.760146999999996,-122.50144499999999,0.47,5.2,2.68,2.68,,-83.4,52.4,2094.4,2020-01-11,14:00:00,,judah_42_v2 ,outside 
2020-01-11 07:00:00-08:00,,37.737107,-122.46551200000002,0.53,4.01,2.04,2.04,,-83.03,,13645.0,2020-01-11,15:00:00,,St Francis Wood ,outside 
2020-01-11 08:00:00-08:00,69.0,37.773312,-122.430259,1.24,6.67,4.15,4.15,,-53.87,56.33,31901.0,2020-01-11,16:00:00,,Alamosquare ,outside 
2020-01-11 09:00:00-08:00,36.0,37.756039,-122.390671,1.12,2.3,1.88,1.88,,-63.27,73.13,2585.0,2020-01-11,17:00:00,,Quartz Outdoor ,outside 
2020-01-11 10:00:00-08:00,42.17,37.722417,-122.439245,0.26,0.98,0.86,0.86,,-70.37,65.1,10143.0,2020-01-11,18:00:00,,#SFAQ10 ,outside 
2020-01-11 11:00:00-08:00,50.7,37.757838,-122.41958000000001,0.3,2.16,1.59,1.59,,-46.77,59.73,12775.0,2020-01-11,19:00:00,,San Carlos St. ,outside 
2020-01-11 12:00:00-08:00,51.33,37.756303,-122.42136599999999,0.38,3.46,1.74,1.74,,-76.97,61.0,6263.0,2020-01-11,20:00:00,,Hill St - Valencia ,outside 
2020-01-11 13:00:00-08:00,,37.774009,122.415481,0.47,1.97,1.45,1.45,1022.44,,,18817.07,2020-01-11,21:00:00,,Western SoMa ,Outside B 
2020-01-11 14:00:00-08:00,50.9,37.753377,-122.44367,0.43,2.99,1.95,1.95,,-67.84,60.58,43838.0,2020-01-11,22:00:00,,BRSKBV-Outside ,outside 
2020-01-11 15:00:00-08:00,48.83,37.75884,-122.390794,0.81,2.76,2.12,2.12,,-62.77,62.47,65244.0,2020-01-11,23:00:00,,Dogpatch2 ,outside 
2020-01-11 16:00:00-08:00,,37.774009,122.415481,0.59,2.3,1.71,1.71,1021.77,,,18726.67,2020-01-12,00:00:00,,Western SoMa ,Outside B 
2020-01-11 17:00:00-08:00,54.7,37.773312,-122.430259,11.05,22.29,15.81,19.97,,-55.0,58.97,32441.0,2020-01-12,01:00:00,,Alamosquare ,outside 
2020-01-11 18:00:00-08:00,47.87,37.795219,-122.43264099999999,7.84,15.78,13.11,13.39,,-73.37,59.5,56579.0,2020-01-12,02:00:00,,The Hamlin School - Science Labs ,outside 
2020-01-11 19:00:00-08:00,28.6,37.782088,-122.38976100000001,3.76,7.91,6.27,6.27,,-58.2,73.47,5307.0,2020-01-12,03:00:00,,South Beach Marina Apts ,outside 
2020-01-11 20:00:00-08:00,62.97,37.727878000000004,-122.46308799999998,3.75,11.66,8.53,8.53,,-84.87,52.9,17883.0,2020-01-12,04:00:00,,Mt. Davidson Manor ,outside 
2020-01-11 21:00:00-08:00,62.73,37.72723,-122.440343,5.24,15.18,11.76,11.76,,-83.5,54.43,812.0,2020-01-12,05:00:00,,NeuJohnstein2 ,outside 
2020-01-11 22:00:00-08:00,93.97,37.780317,-122.49713999999999,3.85,13.42,9.12,9.12,,-72.6,53.4,16333.0,2020-01-12,06:00:00,,36th and Shore View ,outside 
2020-01-11 23:00:00-08:00,31.67,37.756039,-122.390671,3.22,5.74,4.76,4.76,,-61.5,72.3,3425.0,2020-01-12,07:00:00,,Quartz Outdoor ,outside 
2020-01-12 00:00:00-08:00,64.8,37.753377,-122.44367,2.4,7.47,5.39,5.39,,-63.23,50.87,44439.0,2020-01-12,08:00:00,,BRSKBV-Outside ,outside 
2020-01-12 01:00:00-08:00,67.2,37.762306,-122.454752,8.26,14.71,12.2,12.2,,-69.93,51.6,7883.0,2020-01-12,09:00:00,,Edgewood ,outside 
2020-01-12 02:00:00-08:00,63.5,37.765603999999996,-122.441907,2.08,7.65,5.12,5.12,,-86.57,51.77,57190.0,2020-01-12,10:00:00,,Buena Vista ,outside 
2020-01-12 03:00:00-08:00,59.5,37.785605,-122.482905,3.91,10.4,7.9,7.9,,-56.2,54.77,57226.0,2020-01-12,11:00:00,,23rd & Lake ,outside 
2020-01-12 04:00:00-08:00,51.13,37.783122,122.44283999999999,2.37,6.38,5.11,5.11,,-63.9,57.33,57292.0,2020-01-12,12:00:00,,Civic Center,ish 
2020-01-12 05:00:00-08:00,56.0,37.757838,-122.41958000000001,2.17,5.36,4.47,4.47,,-45.8,51.33,13855.0,2020-01-12,13:00:00,,San Carlos St. ,outside 
2020-01-12 06:00:00-08:00,,37.750941,122.42031200000001,0.89,4.43,2.73,2.73,1020.99,,,19447.2,2020-01-12,14:00:00,,Synergy School ,outside B 
2020-01-12 07:00:00-08:00,,37.783122,122.44283999999999,1.65,4.1,3.25,3.25,1020.69,,,18985.33,2020-01-12,15:00:00,,Civic Center,ish B 
2020-01-12 08:00:00-08:00,100.0,37.754071,-122.411868,5.62,8.5,7.91,7.91,,-65.27,52.97,953.0,2020-01-12,16:00:00,,The Mission_ Clean Air is Hip ,outside 
2020-01-12 09:00:00-08:00,64.5,37.742312,-122.43093999999999,10.09,18.06,16.13,16.13,,-50.83,55.47,16827.0,2020-01-12,17:00:00,,South Noe ,outside 
2020-01-12 10:00:00-08:00,45.9,37.753377,-122.44367,1.23,3.73,2.74,2.74,,-64.33,60.5,45039.0,2020-01-12,18:00:00,,BRSKBV-Outside ,outside 
2020-01-12 11:00:00-08:00,30.97,37.790083,-122.42756200000001,0.01,0.22,0.04,0.04,,-74.53,72.1,56939.0,2020-01-12,19:00:00,,CalOctaviaOutside ,outside 
2020-01-12 12:00:00-08:00,52.77,37.795219,-122.43264099999999,0.07,1.23,0.6,0.6,,-73.37,58.9,57659.0,2020-01-12,20:00:00,,The Hamlin School - Science Labs ,outside 
2020-01-12 13:00:00-08:00,52.9,37.771002,-122.42143899999999,0.07,1.23,0.71,0.71,,-51.6,59.67,67705.0,2020-01-12,21:00:00,,McCoppin Hub ,outside 
2020-01-12 14:00:00-08:00,52.83,37.743789,-122.43354099999999,0.0,0.23,0.08,0.08,,-65.8,61.2,57922.0,2020-01-12,22:00:00,,Upper Noe Valley ,outside 
2020-01-12 15:00:00-08:00,49.03,37.727140000000006,-122.44277,0.03,1.17,0.51,0.51,,-76.27,62.93,51859.0,2020-01-12,23:00:00,,By Balboa Park Pool ,outside 
2020-01-12 16:00:00-08:00,57.73,37.75213,-122.46557299999999,0.33,1.3,0.98,0.98,,-58.17,58.9,15937.0,2020-01-13,00:00:00,,Golden Gate Heights ,outside 
2020-01-12 17:00:00-08:00,48.37,37.783122,122.44283999999999,3.18,6.02,5.33,5.33,,-64.1,62.1,58072.0,2020-01-13,01:00:00,,Civic Center,ish 
2020-01-12 18:00:00-08:00,52.53,37.761385,-122.43946299999999,4.38,9.17,7.03,7.6,,-59.3,59.73,51800.0,2020-01-13,02:00:00,,Castro ,outside 
2020-01-12 19:00:00-08:00,,37.750941,122.42031200000001,2.57,7.61,5.57,5.57,1018.68,,,19430.4,2020-01-13,03:00:00,,Synergy School ,outside B 
2020-01-12 20:00:00-08:00,63.8,37.775090000000006,-122.433174,1.54,4.68,3.75,3.75,,-55.57,55.8,395.0,2020-01-13,04:00:00,,Alamo Square ,outside 
2020-01-12 21:00:00-08:00,59.1,37.783122,122.44283999999999,1.05,2.9,2.28,2.28,,-63.5,60.03,58312.0,2020-01-13,05:00:00,,Civic Center,ish 
2020-01-12 22:00:00-08:00,73.33,37.744437,-122.433376,0.05,1.51,0.68,0.68,,-59.13,55.93,7404.0,2020-01-13,06:00:00,,Castro-28th ,outside 
2020-01-12 23:00:00-08:00,78.37,37.832287,-122.535234,0.02,1.34,0.5,0.5,,-69.6,55.97,37454.0,2020-01-13,07:00:00,,Nature Bridge ,outside 
2020-01-13 00:00:00-08:00,71.73,37.828848,-122.377455,0.01,0.22,0.13,0.13,,-52.5,54.2,10810.03,2020-01-13,08:00:00,,Treasure Island Housing Units ,outside 
2020-01-13 01:00:00-08:00,69.78,37.739245000000004,-122.439067,0.02,1.35,0.61,0.61,,-78.33,54.04,1817.37,2020-01-13,09:00:00,,Diamond Heights ,outside 
2020-01-13 02:00:00-08:00,60.53,37.773831,-122.44280400000001,0.08,1.84,0.94,0.94,,-70.67,58.3,18286.0,2020-01-13,10:00:00,,Lyon St Outside ,outside 
